ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group	mice	celltypes
GO:2000648	GO:2000648	positive regulation of stem cell proliferation	3/132	66/28943	0.00344060682149113	0.0459771851460762	0.0345693121399069	Ctnnb1/Epcam/Kitl	3	1	GF	EC (Hmgcs2 high)
GO:0048469	GO:0048469	cell maturation	5/132	221/28943	0.00350224352109823	0.0464384020730237	0.0349160917842284	Cftr/Cntnap2/Ctnnb1/Edn1/Slc26a3	5	1	GF	EC (Hmgcs2 high)
GO:0015833	GO:0015833	peptide transport	6/132	320/28943	0.00356396941116132	0.0468641605411368	0.0352362109331856	Aqp1/Cdh17/Cftr/Edn1/Glrx/Tardbp	6	1	GF	EC (Hmgcs2 high)
GO:0072594	GO:0072594	establishment of protein localization to organelle	7/132	428/28943	0.00356833709704087	0.0468641605411368	0.0352362109331856	Dnaja1/Hsp90aa1/Hsp90ab1/Hspa8/Hspd1/Ipo7/Tardbp	7	1	GF	EC (Hmgcs2 high)
GO:00091101	GO:0009110	vitamin biosynthetic process	2/132	20/28943	0.00371665288053217	0.0485807044763399	0.0365268454709322	Gsto1/Rfk	2	1	GF	EC (Hmgcs2 high)
GO:0002495	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	5/137	24/28943	8.72988469886577e-08	0.000133298935347176	9.84724677186311e-05	Cd74/H2-Aa/H2-Ab1/H2-Eb1/Pycard	5	-1	SPF	EC (Hmgcs2 high)
GO:0002504	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	5/137	26/28943	1.34081780441132e-07	0.000133298935347176	9.84724677186311e-05	Cd74/H2-Aa/H2-Ab1/H2-Eb1/Pycard	5	-1	SPF	EC (Hmgcs2 high)
GO:00198821	GO:0019882	antigen processing and presentation	8/137	128/28943	1.81955951268414e-07	0.000133298935347176	9.84724677186311e-05	Cd74/H2-Aa/H2-Ab1/H2-D1/H2-Eb1/Psmb8/Psme2/Pycard	8	-1	SPF	EC (Hmgcs2 high)
GO:1903037	GO:1903037	regulation of leukocyte cell-cell adhesion	12/137	371/28943	2.17808717887542e-07	0.000133298935347176	9.84724677186311e-05	Actb/Cd74/Gstp1/H2-Aa/H2-Ab1/H2-Eb1/Il18/Irf1/Klf4/Lgals3/Nfkbiz/Pycard	12	-1	SPF	EC (Hmgcs2 high)
GO:00702691	GO:0070269	pyroptosis	5/137	33/28943	4.71068382006067e-07	0.00023063507983017	0.000170377995849773	Gsdmc/Gsdmc2/Gsdmc3/Gsdmc4/Pycard	5	-1	SPF	EC (Hmgcs2 high)
GO:00071591	GO:0007159	leukocyte cell-cell adhesion	12/137	411/28943	6.45354625978977e-07	0.000260855501712025	0.000192702851711927	Actb/Cd74/Gstp1/H2-Aa/H2-Ab1/H2-Eb1/Il18/Irf1/Klf4/Lgals3/Nfkbiz/Pycard	12	-1	SPF	EC (Hmgcs2 high)
GO:00512511	GO:0051251	positive regulation of lymphocyte activation	12/137	465/28943	2.33055899842135e-06	0.000518655311648678	0.000383148359740467	Actb/Cd74/H2-Aa/H2-Ab1/H2-Eb1/Igha/Ighg2b/Igkc/Il18/Irf1/Nfkbiz/Pycard	12	-1	SPF	EC (Hmgcs2 high)
GO:00508701	GO:0050870	positive regulation of T cell activation	9/137	246/28943	2.78520994829993e-06	0.000568182829453187	0.000419736025542043	Actb/Cd74/H2-Aa/H2-Ab1/H2-Eb1/Il18/Irf1/Nfkbiz/Pycard	9	-1	SPF	EC (Hmgcs2 high)
GO:00024601	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	12/137	486/28943	3.66305250771731e-06	0.000640510895635141	0.000473167233703635	Cd74/H2-Aa/H2-Ab1/H2-D1/H2-Eb1/Igha/Ighg2b/Igkc/Il18/Il31ra/Irf1/Nfkbiz	12	-1	SPF	EC (Hmgcs2 high)
GO:00343411	GO:0034341	response to interferon-gamma	7/137	139/28943	4.63045901847524e-06	0.000755690911815159	0.000558254638157225	Capg/Cd74/Gapdh/H2-Aa/H2-Ab1/H2-Eb1/Irf1	7	-1	SPF	EC (Hmgcs2 high)
GO:00019331	GO:0001933	negative regulation of protein phosphorylation	10/137	346/28943	6.27106302513534e-06	0.000906220218201299	0.000669455768347881	Actb/Gstp1/Hexim1/Il18/Irf1/Jun/Mvp/Plec/Pycard/Socs3	10	-1	SPF	EC (Hmgcs2 high)
GO:00507271	GO:0050727	regulation of inflammatory response	10/137	367/28943	1.04746866285302e-05	0.00142455738148011	0.00105236910104181	Gpx1/Gstp1/Ighg2b/Il18/Ldlr/Mgll/Nfkbiz/Pglyrp1/Pycard/Socs3	10	-1	SPF	EC (Hmgcs2 high)
GO:0002821	GO:0002821	positive regulation of adaptive immune response	7/137	161/28943	1.21365371869239e-05	0.00156369700176788	0.00115515628183575	Cd74/H2-Ab1/H2-D1/Ighg2b/Il18/Nfkbiz/Pycard	7	-1	SPF	EC (Hmgcs2 high)
GO:00508631	GO:0050863	regulation of T cell activation	10/137	378/28943	1.35181290436598e-05	0.00165461899494396	0.00122232345773724	Actb/Cd74/H2-Aa/H2-Ab1/H2-Eb1/Il18/Irf1/Lgals3/Nfkbiz/Pycard	10	-1	SPF	EC (Hmgcs2 high)
GO:00023991	GO:0002399	MHC class II protein complex assembly	3/137	11/28943	1.66499856020112e-05	0.00181642154326048	0.00134185251604812	H2-Aa/H2-Ab1/H2-Eb1	3	-1	SPF	EC (Hmgcs2 high)
GO:00025031	GO:0002503	peptide antigen assembly with MHC class II protein complex	3/137	11/28943	1.66499856020112e-05	0.00181642154326048	0.00134185251604812	H2-Aa/H2-Ab1/H2-Eb1	3	-1	SPF	EC (Hmgcs2 high)
GO:00971911	GO:0097191	extrinsic apoptotic signaling pathway	8/137	238/28943	1.86732908288275e-05	0.00181642154326048	0.00134185251604812	Gpx1/Gstp1/Il18/Krt18/Krt8/Lgals3/Mal/Pycard	8	-1	SPF	EC (Hmgcs2 high)
GO:00423262	GO:0042326	negative regulation of phosphorylation	10/137	394/28943	1.92920588744985e-05	0.00181642154326048	0.00134185251604812	Actb/Gstp1/Hexim1/Il18/Irf1/Jun/Mvp/Plec/Pycard/Socs3	10	-1	SPF	EC (Hmgcs2 high)
GO:00025791	GO:0002579	positive regulation of antigen processing and presentation	3/137	12/28943	2.21230135895378e-05	0.00190378428498417	0.00140639035156639	Cd74/H2-Ab1/Pycard	3	-1	SPF	EC (Hmgcs2 high)
GO:0019730	GO:0019730	antimicrobial humoral response	7/137	177/28943	2.23961440293844e-05	0.00190378428498417	0.00140639035156639	Gapdh/Jchain/Lgals3/Pglyrp1/Reg3b/Reg3g/Wfdc2	7	-1	SPF	EC (Hmgcs2 high)
GO:0045445	GO:0045445	myoblast differentiation	6/137	119/28943	2.25530001080641e-05	0.00190378428498417	0.00140639035156639	Actb/Ddit3/Gpx1/Id3/Il18/Plec	6	-1	SPF	EC (Hmgcs2 high)
GO:0045582	GO:0045582	positive regulation of T cell differentiation	6/137	125/28943	2.97869243974872e-05	0.00243061303083496	0.00179557670578537	Actb/Cd74/H2-Aa/Il18/Irf1/Nfkbiz	6	-1	SPF	EC (Hmgcs2 high)
GO:0032677	GO:0032677	regulation of interleukin-8 production	5/137	76/28943	3.11505186999698e-05	0.00245988612185568	0.00181720173604577	Cd74/Ddit3/Il18/Klf4/Pycard	5	-1	SPF	EC (Hmgcs2 high)
GO:0032637	GO:0032637	interleukin-8 production	5/137	77/28943	3.31878615286089e-05	0.00253887140693858	0.00187555085875494	Cd74/Ddit3/Il18/Klf4/Pycard	5	-1	SPF	EC (Hmgcs2 high)
GO:0006959	GO:0006959	humoral immune response	10/137	425/28943	3.66686093155954e-05	0.00272014410922962	0.00200946318354682	Gapdh/Igha/Ighg2b/Igkc/Jchain/Lgals3/Pglyrp1/Reg3b/Reg3g/Wfdc2	10	-1	SPF	EC (Hmgcs2 high)
GO:0044403	GO:0044403	biological process involved in symbiotic interaction	8/137	272/28943	4.82371739797581e-05	0.00328012783062355	0.00242314224845685	Cd74/Gapdh/Gpx1/Jun/Ly6e/Pglyrp1/Reg3b/Reg3g	8	-1	SPF	EC (Hmgcs2 high)
GO:00420921	GO:0042092	type 2 immune response	4/137	43/28943	5.1371942102393e-05	0.00339887876396373	0.00251086761114968	Cd74/Il18/Il31ra/Irf1	4	-1	SPF	EC (Hmgcs2 high)
GO:0052547	GO:0052547	regulation of peptidase activity	10/137	445/28943	5.38861938071319e-05	0.00347140532736471	0.00256444545597376	Cycs/Gapdh/Gpx1/Klf4/Psmb8/Psme2/Pycard/Spink4/Vcp/Wfdc2	10	-1	SPF	EC (Hmgcs2 high)
GO:00321031	GO:0032103	positive regulation of response to external stimulus	10/137	459/28943	6.96836463707406e-05	0.00387694468899029	0.00286403120729503	Camk1d/Cd74/Cyba/Hexim1/Ighg2b/Il18/Ldlr/Nfkbiz/Pycard/S100a14	10	-1	SPF	EC (Hmgcs2 high)
GO:0006091	GO:0006091	generation of precursor metabolites and energy	10/137	465/28943	7.75723392090114e-05	0.00412819753007956	0.003049640246249	Atp5d/Chchd10/Cycs/Etfb/Gale/Gapdh/Hk2/Ndufb7/Plec/Vcp	10	-1	SPF	EC (Hmgcs2 high)
GO:00451041	GO:0045104	intermediate filament cytoskeleton organization	5/137	93/28943	8.21704290547792e-05	0.00427985553885318	0.0031616751873709	Krt18/Krt19/Krt20/Krt8/Plec	5	-1	SPF	EC (Hmgcs2 high)
GO:00451031	GO:0045103	intermediate filament-based process	5/137	94/28943	8.64592816109717e-05	0.00440942336215956	0.00325739135543091	Krt18/Krt19/Krt20/Krt8/Plec	5	-1	SPF	EC (Hmgcs2 high)
GO:0070661	GO:0070661	leukocyte proliferation	9/137	384/28943	9.34595332823555e-05	0.00457577874950412	0.00338028375113867	Cd74/Gstp1/H2-Aa/Il18/Irf1/Junb/Lgals3/Psmb10/Pycard	9	-1	SPF	EC (Hmgcs2 high)
GO:00024491	GO:0002449	lymphocyte mediated immunity	10/137	483/28943	0.000105947439356482	0.00504013107802853	0.00372331664604963	Cd74/H2-Aa/H2-Ab1/H2-D1/H2-Eb1/Igha/Ighg2b/Igkc/Il18/Il31ra	10	-1	SPF	EC (Hmgcs2 high)
GO:2000377	GO:2000377	regulation of reactive oxygen species metabolic process	6/137	161/28943	0.000121664956562031	0.0056012832395924	0.00413785887754547	Cyba/Cycs/Dcxr/Gstp1/Hk2/Il18	6	-1	SPF	EC (Hmgcs2 high)
GO:0051651	GO:0051651	maintenance of location in cell	7/137	232/28943	0.000123557718520421	0.0056012832395924	0.00413785887754547	Akap9/Chchd10/Cyba/Ddit3/Hk2/Hspa5/Tmsb10	7	-1	SPF	EC (Hmgcs2 high)
GO:00725931	GO:0072593	reactive oxygen species metabolic process	7/137	245/28943	0.000172862109319276	0.00705277406022648	0.00521012462825468	Cyba/Cycs/Dcxr/Gpx1/Gstp1/Hk2/Il18	7	-1	SPF	EC (Hmgcs2 high)
GO:0002526	GO:0002526	acute inflammatory response	5/137	112/28943	0.000197417761186364	0.00767109014895585	0.00566689580147324	Gstp1/Ighg2b/Il31ra/Reg3b/Reg3g	5	-1	SPF	EC (Hmgcs2 high)
GO:0045730	GO:0045730	respiratory burst	3/137	26/28943	0.000249064320016142	0.00938014546768484	0.00692943322733168	Camk1d/Cyba/Jchain	3	-1	SPF	EC (Hmgcs2 high)
GO:00086371	GO:0008637	apoptotic mitochondrial changes	5/137	119/28943	0.000261760028133892	0.009708917407148	0.00717230826689038	Chchd10/Gpx1/Hk2/Jun/Pycard	5	-1	SPF	EC (Hmgcs2 high)
GO:0033002	GO:0033002	muscle cell proliferation	7/137	266/28943	0.000285181219328778	0.00997319464166926	0.0073675388692758	Cyba/Ddit3/Gstp1/Il18/Jarid2/Jun/Klf4	7	-1	SPF	EC (Hmgcs2 high)
GO:0000302	GO:0000302	response to reactive oxygen species	6/137	190/28943	0.000298227599227012	0.0102825515902497	0.00759607139320989	Gpx1/Gstp1/Jun/Mapk13/Reg3b/Ucp2	6	-1	SPF	EC (Hmgcs2 high)
GO:0002286	GO:0002286	T cell activation involved in immune response	5/137	124/28943	0.000316663387152673	0.0104755671858074	0.00773865859357457	Cd74/Il18/Irf1/Lgals3/Nfkbiz	5	-1	SPF	EC (Hmgcs2 high)
GO:0032507	GO:0032507	maintenance of protein location in cell	4/137	70/28943	0.000345774284671439	0.0110133025450699	0.00813590203492863	Chchd10/Hk2/Hspa5/Tmsb10	4	-1	SPF	EC (Hmgcs2 high)
GO:0060008	GO:0060008	Sertoli cell differentiation	3/137	29/28943	0.000346415153582671	0.0110133025450699	0.00813590203492863	Akap9/Arid4b/Safb2	3	-1	SPF	EC (Hmgcs2 high)
GO:0002697	GO:0002697	regulation of immune effector process	9/137	464/28943	0.000379944617726865	0.0119244156948124	0.00880897237860666	Cd74/H2-D1/Ighg2b/Il18/Irf1/Lgals3/Nfkbiz/Pglyrp1/Pycard	9	-1	SPF	EC (Hmgcs2 high)
GO:0070663	GO:0070663	regulation of leukocyte proliferation	7/137	280/28943	0.000388238787552051	0.0120304879990813	0.00888733160578845	Cd74/Gstp1/H2-Aa/Il18/Irf1/Lgals3/Pycard	7	-1	SPF	EC (Hmgcs2 high)
GO:00026951	GO:0002695	negative regulation of leukocyte activation	6/137	202/28943	0.000413210110292788	0.0124622572362356	0.00920629426034262	Cd74/H2-Aa/Irf1/Ldlr/Lgals3/Pglyrp1	6	-1	SPF	EC (Hmgcs2 high)
GO:00716241	GO:0071624	positive regulation of granulocyte chemotaxis	3/137	31/28943	0.000423207221241722	0.0124622572362356	0.00920629426034262	Camk1d/Cd74/S100a14	3	-1	SPF	EC (Hmgcs2 high)
GO:00300981	GO:0030098	lymphocyte differentiation	9/137	471/28943	0.000423367476153043	0.0124622572362356	0.00920629426034262	Actb/Cd74/H2-Aa/H2-Ab1/Igkc/Il18/Irf1/Nfkbiz/Pglyrp1	9	-1	SPF	EC (Hmgcs2 high)
GO:0016064	GO:0016064	immunoglobulin mediated immune response	7/137	286/28943	0.000440653424962013	0.012690818638906	0.00937514036018253	Cd74/H2-Aa/H2-Ab1/H2-Eb1/Igha/Ighg2b/Igkc	7	-1	SPF	EC (Hmgcs2 high)
GO:0046890	GO:0046890	regulation of lipid biosynthetic process	6/137	205/28943	0.000446744470225473	0.0127166332919995	0.00939421052444752	Cd74/Ceacam2/Clcn2/Fdps/Hsd17b13/Ldlr	6	-1	SPF	EC (Hmgcs2 high)
GO:0045662	GO:0045662	negative regulation of myoblast differentiation	3/137	32/28943	0.000465374995332075	0.0127541067480059	0.00942189344387431	Ddit3/Id3/Il18	3	-1	SPF	EC (Hmgcs2 high)
GO:00487321	GO:0048732	gland development	9/137	483/28943	0.000507294191594975	0.0134283455578797	0.00991997663761491	Ceacam2/Cela1/Clcn2/Gpx1/Il18/Jarid2/Jun/Ly6e/Map2k2	9	-1	SPF	EC (Hmgcs2 high)
GO:0002828	GO:0002828	regulation of type 2 immune response	3/137	33/28943	0.000510145480752781	0.0134283455578797	0.00991997663761491	Cd74/Il18/Irf1	3	-1	SPF	EC (Hmgcs2 high)
GO:00061191	GO:0006119	oxidative phosphorylation	5/137	140/28943	0.00055214077237672	0.0138181146368062	0.0102079123434955	Atp5d/Chchd10/Cycs/Ndufb7/Vcp	5	-1	SPF	EC (Hmgcs2 high)
GO:00069091	GO:0006909	phagocytosis	8/137	390/28943	0.000558820812517897	0.0138181146368062	0.0102079123434955	Camk1d/Cd302/Cyba/Igha/Ighg2b/Igkc/Ldlr/Pycard	8	-1	SPF	EC (Hmgcs2 high)
GO:0033209	GO:0033209	tumor necrosis factor-mediated signaling pathway	4/137	81/28943	0.00060273234592272	0.014730481991231	0.0108819092109283	Krt18/Krt8/Pycard/Traf5	4	-1	SPF	EC (Hmgcs2 high)
GO:00614361	GO:0061436	establishment of skin barrier	3/137	35/28943	0.00060775272921337	0.014730481991231	0.0108819092109283	Il18/Klf4/Plec	3	-1	SPF	EC (Hmgcs2 high)
GO:00020651	GO:0002065	columnar/cuboidal epithelial cell differentiation	5/137	146/28943	0.000667836645646099	0.0157682411924133	0.0116485373101849	Agr2/Clcn2/Gsdmc2/Il31ra/Klf4	5	-1	SPF	EC (Hmgcs2 high)
GO:00460341	GO:0046034	ATP metabolic process	6/137	224/28943	0.0007113396592956	0.0159757751005104	0.0118018496829536	Atp5d/Gale/Gapdh/Hk2/Ndufb7/Vcp	6	-1	SPF	EC (Hmgcs2 high)
GO:0007249	GO:0007249	I-kappaB kinase/NF-kappaB signaling	6/137	230/28943	0.000816071773385419	0.0175240675548027	0.0129456261004261	Cd74/Gapdh/Gstp1/Irf1/Pycard/Traf5	6	-1	SPF	EC (Hmgcs2 high)
GO:0050684	GO:0050684	regulation of mRNA processing	5/137	154/28943	0.000849220839965458	0.0177207311283497	0.0130909081864916	Malat1/Rbm25/Safb2/Sltm/Son	5	-1	SPF	EC (Hmgcs2 high)
GO:0050766	GO:0050766	positive regulation of phagocytosis	4/137	91/28943	0.000933594182530768	0.0190453213236277	0.0140694281191918	Camk1d/Cyba/Ighg2b/Pycard	4	-1	SPF	EC (Hmgcs2 high)
GO:0042098	GO:0042098	T cell proliferation	6/137	237/28943	0.000952887028806375	0.019278243359653	0.0142414955675455	H2-Aa/Il18/Irf1/Lgals3/Psmb10/Pycard	6	-1	SPF	EC (Hmgcs2 high)
GO:00026871	GO:0002687	positive regulation of leukocyte migration	5/137	160/28943	0.00100763298127016	0.019892625307656	0.0146953604568941	Camk1d/Cd74/Lgals3/Pycard/S100a14	5	-1	SPF	EC (Hmgcs2 high)
GO:00510901	GO:0051090	regulation of DNA-binding transcription factor activity	8/137	436/28943	0.0011469081567768	0.0212143797514357	0.0156717855232914	Camk1d/Ddit3/Id1/Id3/Il18/Klf4/Pycard/Traf5	8	-1	SPF	EC (Hmgcs2 high)
GO:01202541	GO:0120254	olefinic compound metabolic process	5/137	166/28943	0.00118701267720063	0.021571063264819	0.015935279794014	Clcn2/Gpx1/Gstp1/Hsd11b2/Mgll	5	-1	SPF	EC (Hmgcs2 high)
GO:0009415	GO:0009415	response to water	2/137	11/28943	0.00118958069475105	0.021571063264819	0.015935279794014	Krt8/Plec	2	-1	SPF	EC (Hmgcs2 high)
GO:0062197	GO:0062197	cellular response to chemical stress	7/137	340/28943	0.00121281293290574	0.0218306327923033	0.0161270326527249	Ddit3/Gpx1/Jun/Mapk13/Plec/Pycard/Reg3b	7	-1	SPF	EC (Hmgcs2 high)
GO:0009205	GO:0009205	purine ribonucleoside triphosphate metabolic process	6/137	251/28943	0.00127893212692693	0.0225239269547994	0.016639192685047	Atp5d/Gale/Gapdh/Hk2/Ndufb7/Vcp	6	-1	SPF	EC (Hmgcs2 high)
GO:00506701	GO:0050670	regulation of lymphocyte proliferation	6/137	253/28943	0.00133170923824349	0.0229579170085919	0.0169597959325598	Cd74/H2-Aa/Il18/Irf1/Lgals3/Pycard	6	-1	SPF	EC (Hmgcs2 high)
GO:00508301	GO:0050830	defense response to Gram-positive bacterium	5/137	174/28943	0.00146165605110741	0.0240057521667902	0.0177338674847547	Il18/Pglyrp1/Pycard/Reg3b/Reg3g	5	-1	SPF	EC (Hmgcs2 high)
GO:00513482	GO:0051348	negative regulation of transferase activity	6/137	262/28943	0.00159010323141658	0.0252764461721286	0.0186725724646185	Actb/Gstp1/Hexim1/Mvp/Plec/Pycard	6	-1	SPF	EC (Hmgcs2 high)
GO:00452141	GO:0045214	sarcomere organization	3/137	49/28943	0.00163012247726323	0.0257454182215509	0.0190190181048437	Krt19/Krt8/Plec	3	-1	SPF	EC (Hmgcs2 high)
GO:0051873	GO:0051873	killing by host of symbiont cells	3/137	50/28943	0.00172820860608413	0.0262773581844345	0.0194119802893268	Gapdh/Reg3b/Reg3g	3	-1	SPF	EC (Hmgcs2 high)
GO:00359671	GO:0035967	cellular response to topologically incorrect protein	4/137	109/28943	0.00182016156639652	0.0269856282589646	0.0199352035383992	Agr2/Ddit3/Hspa5/Vcp	4	-1	SPF	EC (Hmgcs2 high)
GO:0048660	GO:0048660	regulation of smooth muscle cell proliferation	5/137	185/28943	0.00191228711925017	0.0278647551662167	0.0205846445543345	Cyba/Gstp1/Il18/Jun/Klf4	5	-1	SPF	EC (Hmgcs2 high)
GO:0060263	GO:0060263	regulation of respiratory burst	2/137	14/28943	0.00194997692687214	0.0280796677469588	0.0207434078041259	Camk1d/Jchain	2	-1	SPF	EC (Hmgcs2 high)
GO:0031103	GO:0031103	axon regeneration	3/137	53/28943	0.00204433245445843	0.0284348059574673	0.0210057605069353	Jun/Klf4/Map2k2	3	-1	SPF	EC (Hmgcs2 high)
GO:0043392	GO:0043392	negative regulation of DNA binding	3/137	53/28943	0.00204433245445843	0.0284348059574673	0.0210057605069353	Ddit3/Id1/Jun	3	-1	SPF	EC (Hmgcs2 high)
GO:00016591	GO:0001659	temperature homeostasis	5/137	189/28943	0.0020989358653689	0.0290293502735767	0.0214449706613367	Ddit3/Gpx1/Id1/Il18/Ucp2	5	-1	SPF	EC (Hmgcs2 high)
GO:0042594	GO:0042594	response to starvation	5/137	191/28943	0.00219708983631121	0.0300473515044125	0.0221970028743467	Chka/Ddit3/Hspa5/Jun/Krt20	5	-1	SPF	EC (Hmgcs2 high)
GO:0036498	GO:0036498	IRE1-mediated unfolded protein response	2/137	15/28943	0.00224300716683923	0.0305048974690136	0.0225350076761977	Agr2/Hspa5	2	-1	SPF	EC (Hmgcs2 high)
GO:0001892	GO:0001892	embryonic placenta development	4/137	118/28943	0.00242999407378912	0.0326847554540426	0.0241453430813748	Junb/Krt19/Krt8/Socs3	4	-1	SPF	EC (Hmgcs2 high)
GO:0001977	GO:0001977	renal system process involved in regulation of blood volume	2/137	16/28943	0.00255550295809088	0.033453856905917	0.0247135045426408	Cyba/Hsd11b2	2	-1	SPF	EC (Hmgcs2 high)
GO:0042541	GO:0042541	hemoglobin biosynthetic process	2/137	16/28943	0.00255550295809088	0.033453856905917	0.0247135045426408	Alas1/Klf4	2	-1	SPF	EC (Hmgcs2 high)
GO:19029031	GO:1902903	regulation of supramolecular fiber organization	7/137	389/28943	0.00259386706514493	0.0337754605078446	0.0249510840868925	Akap9/Capg/Id1/Ldlr/Pycard/Ssh2/Tmsb10	7	-1	SPF	EC (Hmgcs2 high)
GO:0034612	GO:0034612	response to tumor necrosis factor	5/137	202/28943	0.00279776974376961	0.035858326349466	0.0264897680892598	Irf1/Krt18/Krt8/Pycard/Traf5	5	-1	SPF	EC (Hmgcs2 high)
GO:0045064	GO:0045064	T-helper 2 cell differentiation	2/137	17/28943	0.00288727618298453	0.0358784370352596	0.0265046245384314	Il18/Irf1	2	-1	SPF	EC (Hmgcs2 high)
GO:0071243	GO:0071243	cellular response to arsenic-containing substance	2/137	17/28943	0.00288727618298453	0.0358784370352596	0.0265046245384314	Mapk13/Vcp	2	-1	SPF	EC (Hmgcs2 high)
GO:0071498	GO:0071498	cellular response to fluid shear stress	2/137	17/28943	0.00288727618298453	0.0358784370352596	0.0265046245384314	Klf4/Plec	2	-1	SPF	EC (Hmgcs2 high)
GO:1903358	GO:1903358	regulation of Golgi organization	2/137	17/28943	0.00288727618298453	0.0358784370352596	0.0265046245384314	Akap9/Map2k2	2	-1	SPF	EC (Hmgcs2 high)
GO:0032271	GO:0032271	regulation of protein polymerization	5/137	206/28943	0.00304310461757383	0.0372134879265079	0.0274908721438513	Akap9/Capg/Pycard/Ssh2/Tmsb10	5	-1	SPF	EC (Hmgcs2 high)
GO:0051101	GO:0051101	regulation of DNA binding	4/137	127/28943	0.00316750523498983	0.0383864000755204	0.0283573423330513	Ddit3/Id1/Jun/Klf4	4	-1	SPF	EC (Hmgcs2 high)
GO:0070254	GO:0070254	mucus secretion	2/137	18/28943	0.00323814004595496	0.0386681308902329	0.0285654664901188	Agr2/Cyba	2	-1	SPF	EC (Hmgcs2 high)
GO:00435001	GO:0043500	muscle adaptation	4/137	128/28943	0.00325785918501813	0.0387147538103125	0.0285999084305628	Cyba/Fdps/Jarid2/Klf4	4	-1	SPF	EC (Hmgcs2 high)
GO:0051592	GO:0051592	response to calcium ion	4/137	130/28943	0.00344380750309436	0.0403370371654306	0.0297983444488346	Jun/Junb/Jund/S100a16	4	-1	SPF	EC (Hmgcs2 high)
GO:0001836	GO:0001836	release of cytochrome c from mitochondria	3/137	65/28943	0.0036577882643609	0.0421179745502465	0.0311139836073803	Gpx1/Jun/Pycard	3	-1	SPF	EC (Hmgcs2 high)
GO:00335591	GO:0033559	unsaturated fatty acid metabolic process	4/137	133/28943	0.00373607118182713	0.0427378609958543	0.0315719148567586	Cd74/Gpx1/Gstp1/Mgll	4	-1	SPF	EC (Hmgcs2 high)
GO:00508681	GO:0050868	negative regulation of T cell activation	4/137	134/28943	0.00383711355294534	0.0435235444766123	0.0321523260280443	Cd74/H2-Aa/Irf1/Lgals3	4	-1	SPF	EC (Hmgcs2 high)
GO:0006620	GO:0006620	post-translational protein targeting to endoplasmic reticulum membrane	2/137	20/28943	0.00399639906539235	0.044068400504867	0.0325548297503275	Hspa5/Sec61g	2	-1	SPF	EC (Hmgcs2 high)
GO:0061620	GO:0061620	glycolytic process through glucose-6-phosphate	2/137	20/28943	0.00399639906539235	0.044068400504867	0.0325548297503275	Gale/Gapdh	2	-1	SPF	EC (Hmgcs2 high)
GO:00024401	GO:0002440	production of molecular mediator of immune response	7/137	422/28943	0.00405382576624375	0.0445011904742812	0.0328745464545988	Cd74/H2-Aa/H2-Ab1/H2-Eb1/Il18/Il31ra/Pycard	7	-1	SPF	EC (Hmgcs2 high)
GO:0030837	GO:0030837	negative regulation of actin filament polymerization	3/137	68/28943	0.00415375003925629	0.0445981583162254	0.0329461799050891	Capg/Ssh2/Tmsb10	3	-1	SPF	EC (Hmgcs2 high)
GO:00359661	GO:0035966	response to topologically incorrect protein	4/137	138/28943	0.0042598065953123	0.0451019369438986	0.0333183383512288	Agr2/Ddit3/Hspa5/Vcp	4	-1	SPF	EC (Hmgcs2 high)
GO:0018108	GO:0018108	peptidyl-tyrosine phosphorylation	6/137	320/28943	0.00427436657311457	0.0451019369438986	0.0333183383512288	Cd74/Clk1/Il18/Irf1/Mvp/Socs3	6	-1	SPF	EC (Hmgcs2 high)
GO:0006390	GO:0006390	mitochondrial transcription	2/137	21/28943	0.0044034271679892	0.0456903375768509	0.0337530099574432	Chchd10/Mrpl12	2	-1	SPF	EC (Hmgcs2 high)
GO:0050665	GO:0050665	hydrogen peroxide biosynthetic process	2/137	21/28943	0.0044034271679892	0.0456903375768509	0.0337530099574432	Cyba/Cycs	2	-1	SPF	EC (Hmgcs2 high)
GO:0042058	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	3/137	70/28943	0.00450597819115369	0.0457702680993537	0.0338120573592577	Agr2/Ceacam2/Mvp	3	-1	SPF	EC (Hmgcs2 high)
GO:0070372	GO:0070372	regulation of ERK1 and ERK2 cascade	6/137	326/28943	0.00467442071084547	0.0461484932180888	0.0340914651482097	Cd74/Ceacam2/Gstp1/Jun/Klf4/Pycard	6	-1	SPF	EC (Hmgcs2 high)
GO:000669011	GO:0006690	icosanoid metabolic process	4/137	142/28943	0.00471287716687998	0.0461484932180888	0.0340914651482097	Cd74/Gpx1/Gstp1/Mgll	4	-1	SPF	EC (Hmgcs2 high)
